Population: 256
Generation: 0



fitness: 29.684  complexity: 8  size: 8
fitness: 31.5208  complexity: 8  size: 8
fitness: 32.7687  complexity: 8  size: 8
fitness: 33.0551  complexity: 8  size: 8
fitness: 33.9197  complexity: 9  size: 8
fitness: 34.2822  complexity: 9  size: 8


Species: 29.8861  offsprings: 9  size: 9
fitness: 11.6106  complexity: 8  size: 8
fitness: 21.519  complexity: 8  size: 8
fitness: 26.5417  complexity: 8  size: 8
fitness: 29.9539  complexity: 8  size: 8
fitness: 31.8382  complexity: 8  size: 8
fitness: 31.9042  complexity: 8  size: 8
fitness: 32.4138  complexity: 8  size: 8
fitness: 38.2572  complexity: 8  size: 8
fitness: 44.9362  complexity: 8  size: 8


Species: 29.2644  offsprings: 9  size: 8
fitness: 20.8178  complexity: 10  size: 9
fitness: 23.113  complexity: 8  size: 8
fitness: 23.6743  complexity: 12  size: 10
fitness: 29.2671  complexity: 12  size: 10
fitness: 29.8018  complexity: 10  size: 9
fitness: 33.8401  complexity: 12  size: 10
fitness: 36.1628  complexity: 10  size: 9
fitness: 37.4384  complexity: 8  size: 8


Species: 27.8378  offsprings: 8  size: 5
fitness: 20.3911  complexity: 8  size: 8
fitness: 26.0122  complexity: 8  size: 8
fitness: 26.5726  complexity: 8  size: 8
fitness: 32.5092  complexity: 8  size: 8
fitness: 33.7041  complexity: 8  size: 8





fitness: 527.792  complexity: 9  size: 8



Generation: 10



Species: 236.552  offsprings: 28  size: 67
fitness: 3.37034  complexity: 7  size: 7
fitness: 10.1694  complexity: 8  size: 8
fitness: 11.1305  complexity: 8  size: 8
fitness: 11.4362  complexity: 7  size: 7
fitness: 11.8538  complexity: 7  size: 7
fitness: 11.9082  complexity: 7  size: 7
fitness: 12.2464  complexity: 9  size: 8
fitness: 12.391  complexity: 7  size: 7
fitness: 12.3938  complexity: 7  size: 7
fitness: 12.4332  complexity: 7  size: 7
fitness: 12.5082  complexity: 8  size: 8
fitness: 12.8609  complexity: 8  size: 8
fitness: 13.7984  complexity: 7  size: 7
fitness: 14.9422  complexity: 9  size: 8
fitness: 21.2031  complexity: 7  size: 7
fitness: 22.5374  complexity: 8  size: 8
fitness: 23.9514  complexity: 9  size: 8
fitness: 28.0919  complexity: 7  size: 7
fitness: 29.6845  complexity: 7  size: 7
fitness: 29.8658  complexity: 8  size: 8
fitness: 32.4321  complexity: 8  size: 8
fitness: 37.4718  complexity: 8  size: 8
fitness: 49.6369  complexity: 8  size: 8
fitness: 58.9096  complexity: 8  size: 8
fitness: 65.8833  complexity: 8  size: 8
fitness: 81.1424  complexity: 7  size: 7
fitness: 140.844  complexity: 8  size: 8
fitness: 194.088  complexity: 8  size: 8
fitness: 194.213  complexity: 7  size: 7
fitness: 212.893  complexity: 7  size: 7
fitness: 230.94  complexity: 9  size: 8
fitness: 249.429  complexity: 7  size: 7
fitness: 288.138  complexity: 8  size: 8
fitness: 294.725  complexity: 7  size: 7
fitness: 298.2  complexity: 9  size: 8
fitness: 308.521  complexity: 7  size: 7
fitness: 314.919  complexity: 7  size: 7
fitness: 318.22  complexity: 7  size: 7
fitness: 322.649  complexity: 7  size: 7
fitness: 331.913  complexity: 9  size: 8
fitness: 332.095  complexity: 8  size: 8
fitness: 338.599  complexity: 7  size: 7
fitness: 353.11  complexity: 7  size: 7
fitness: 353.183  complexity: 8  size: 8
fitness: 353.626  complexity: 8  size: 8
fitness: 369.066  complexity: 11  size: 9
fitness: 382.932  complexity: 7  size: 7
fitness: 387.508  complexity: 7  size: 7
fitness: 390.978  complexity: 7  size: 7
fitness: 392.08  complexity: 7  size: 7
fitness: 394.588  complexity: 7  size: 7
fitness: 397.498  complexity: 7  size: 7
fitness: 407.432  complexity: 7  size: 7
fitness: 408.466  complexity: 7  size: 7
fitness: 410.466  complexity: 8  size: 8
fitness: 440.468  complexity: 9  size: 8
fitness: 450.521  complexity: 8  size: 8
fitness: 460.517  complexity: 8  size: 8
fitness: 464.624  complexity: 7  size: 7
fitness: 469.293  complexity: 7  size: 7
fitness: 471.711  complexity: 8  size: 8
fitness: 490.802  complexity: 7  size: 7
fitness: 501.101  complexity: 11  size: 9
fitness: 510.808  complexity: 9  size: 8
fitness: 518.687  complexity: 7  size: 7
fitness: 522.125  complexity: 8  size: 8
fitness: 532.786  complexity: 9  size: 8


Species: 219.093  offsprings: 31  size: 3
fitness: 35.5632  complexity: 8  size: 8
fitness: 201.875  complexity: 10  size: 9
fitness: 419.841  complexity: 8  size: 8


Species: 152.768  offsprings: 27  size: 18
fitness: 12.1143  complexity: 7  size: 7
fitness: 12.1594  complexity: 7  size: 7
fitness: 13.8211  complexity: 7  size: 7
fitness: 35.09  complexity: 7  size: 7
fitness: 41.4068  complexity: 7  size: 7
fitness: 45.9807  complexity: 7  size: 7
fitness: 60.508  complexity: 7  size: 7
fitness: 123.652  complexity: 7  size: 7
fitness: 151.023  complexity: 7  size: 7
fitness: 153.318  complexity: 9  size: 8
fitness: 170.042  complexity: 7  size: 7
fitness: 171.86  complexity: 7  size: 7
fitness: 255.537  complexity: 7  size: 7
fitness: 264.767  complexity: 7  size: 7
fitness: 299.671  complexity: 7  size: 7
fitness: 312.115  complexity: 7  size: 7
fitness: 312.219  complexity: 7  size: 7
fitness: 314.535  complexity: 7  size: 7


Species: 116.607  offsprings: 22  size: 70
fitness: 0.927904  complexity: 8  size: 8
fitness: 0.974491  complexity: 8  size: 8
fitness: 6.5186  complexity: 9  size: 8
fitness: 7.67693  complexity: 8  size: 8
fitness: 11.2298  complexity: 8  size: 8
fitness: 11.3747  complexity: 10  size: 9
fitness: 11.7776  complexity: 8  size: 8
fitness: 11.9641  complexity: 11  size: 9
fitness: 12.4534  complexity: 10  size: 9
fitness: 12.6881  complexity: 12  size: 10
fitness: 13.3208  complexity: 10  size: 9
fitness: 14.8778  complexity: 9  size: 8
fitness: 18.4797  complexity: 8  size: 8
fitness: 19.8651  complexity: 10  size: 9
fitness: 20.8223  complexity: 9  size: 8
fitness: 22.5632  complexity: 10  size: 9
fitness: 23.5638  complexity: 8  size: 8
fitness: 27.2913  complexity: 10  size: 9
fitness: 28.1565  complexity: 8  size: 8
fitness: 29.1834  complexity: 10  size: 9
fitness: 29.5571  complexity: 8  size: 8
fitness: 30.3318  complexity: 8  size: 8
fitness: 30.4759  complexity: 9  size: 8
fitness: 30.7159  complexity: 8  size: 8
fitness: 31.2076  complexity: 8  size: 8
fitness: 32.0047  complexity: 9  size: 8
fitness: 41.3277  complexity: 10  size: 9
fitness: 47.6024  complexity: 8  size: 8
fitness: 50.5413  complexity: 9  size: 8
fitness: 50.6722  complexity: 9  size: 8
fitness: 58.0931  complexity: 9  size: 8
fitness: 58.292  complexity: 9  size: 8
fitness: 58.5157  complexity: 9  size: 8
fitness: 59.2993  complexity: 10  size: 9
fitness: 59.9759  complexity: 9  size: 8
fitness: 60.3916  complexity: 8  size: 8
fitness: 64.4953  complexity: 8  size: 8
fitness: 66.7583  complexity: 9  size: 8
fitness: 71.2546  complexity: 8  size: 8
fitness: 73.2152  complexity: 9  size: 8
fitness: 73.9717  complexity: 9  size: 8
fitness: 75.5879  complexity: 9  size: 8
fitness: 80.8053  complexity: 9  size: 8
fitness: 88.6999  complexity: 9  size: 8
fitness: 89.8831  complexity: 10  size: 9
fitness: 93.0226  complexity: 9  size: 8
fitness: 106.05  complexity: 10  size: 8
fitness: 113.516  complexity: 9  size: 8
fitness: 129.36  complexity: 10  size: 9
fitness: 132.868  complexity: 10  size: 9
fitness: 133.543  complexity: 12  size: 9
fitness: 135.241  complexity: 10  size: 9
fitness: 135.795  complexity: 10  size: 9
fitness: 154.876  complexity: 10  size: 9
fitness: 183.496  complexity: 10  size: 9
fitness: 185.452  complexity: 8  size: 8
fitness: 191.837  complexity: 10  size: 9
fitness: 229.43  complexity: 9  size: 8
fitness: 236.576  complexity: 9  size: 8
fitness: 260.026  complexity: 8  size: 8
fitness: 323.937  complexity: 8  size: 8
fitness: 352.949  complexity: 8  size: 8
fitness: 371.457  complexity: 8  size: 8
fitness: 378.698  complexity: 8  size: 8
fitness: 381.946  complexity: 9  size: 8
fitness: 386.666  complexity: 8  size: 8
fitness: 396.575  complexity: 9  size: 8
fitness: 408.204  complexity: 8  size: 8
fitness: 495.543  complexity: 8  size: 8
fitness: 526.032  complexity: 8  size: 8


Species: 84.3139  offsprings: 22  size: 17
fitness: 13.01  complexity: 10  size: 9
fitness: 20.5244  complexity: 10  size: 9
fitness: 23.2309  complexity: 8  size: 8
fitness: 23.5915  complexity: 8  size: 8
fitness: 28.744  complexity: 10  size: 9
fitness: 30.4366  complexity: 10  size: 9
fitness: 36.4245  complexity: 10  size: 9
fitness: 59.1267  complexity: 8  size: 8
fitness: 87.7076  complexity: 10  size: 9
fitness: 87.7444  complexity: 10  size: 9
fitness: 106.07  complexity: 10  size: 9
fitness: 123.274  complexity: 10  size: 9
fitness: 135.885  complexity: 10  size: 9
fitness: 147.85  complexity: 10  size: 9
fitness: 162.929  complexity: 10  size: 9
fitness: 165.382  complexity: 10  size: 9
fitness: 181.406  complexity: 10  size: 9


Species: nan  offsprings: 25  size: 17
fitness: 16.7101  complexity: 8  size: 8
fitness: 21.961  complexity: 8  size: 8
fitness: 40.7393  complexity: 8  size: 8
fitness: 52.8993  complexity: 8  size: 8
fitness: 85.1812  complexity: 8  size: 8
fitness: 86.0921  complexity: 8  size: 8
fitness: 94.6597  complexity: 8  size: 8
fitness: 110.033  complexity: 8  size: 8
fitness: 117.674  complexity: 8  size: 8
fitness: 117.703  complexity: 9  size: 8
fitness: nan  complexity: 9  size: 8
fitness: 54.5847  complexity: 8  size: 8
fitness: 62.937  complexity: 8  size: 8
fitness: 64.3294  complexity: 8  size: 8
fitness: 87.5321  complexity: 9  size: 8
fitness: 88.3526  complexity: 8  size: 8
fitness: 130.58  complexity: 8  size: 8


Species: 83.1124  offsprings: 19  size: 12
fitness: 11.9901  complexity: 9  size: 8
fitness: 12.4752  complexity: 9  size: 8
fitness: 12.7267  complexity: 9  size: 8
fitness: 12.7283  complexity: 8  size: 8
fitness: 14.9072  complexity: 8  size: 8
fitness: 42.643  complexity: 9  size: 8
fitness: 46.6131  complexity: 9  size: 8
fitness: 60.4933  complexity: 9  size: 8
fitness: 112.013  complexity: 9  size: 8
fitness: 158.664  complexity: 9  size: 8
fitness: 254.474  complexity: 9  size: 8
fitness: 257.621  complexity: 9  size: 8


Species: 35.2124  offsprings: 15  size: 14
fitness: 12.571  complexity: 8  size: 8
fitness: 13.6589  complexity: 8  size: 8
fitness: 18.7565  complexity: 8  size: 8
fitness: 27.331  complexity: 9  size: 8
fitness: 28.1258  complexity: 9  size: 8
fitness: 39.1412  complexity: 8  size: 8
fitness: 40.1881  complexity: 8  size: 8
fitness: 40.4969  complexity: 8  size: 8
fitness: 40.7346  complexity: 8  size: 8
fitness: 41.7828  complexity: 8  size: 8
fitness: 42.3577  complexity: 9  size: 8
fitness: 43.2221  complexity: 9  size: 8
fitness: 45.6939  complexity: 8  size: 8
fitness: 58.9136  complexity: 9  size: 8


Species: 34.5663  offsprings: 14  size: 9
fitness: 11.2643  complexity: 8  size: 8
fitness: 19.5631  complexity: 8  size: 8
fitness: 24.9785  complexity: 8  size: 8
fitness: 29.0888  complexity: 8  size: 8
fitness: 35.2366  complexity: 8  size: 8
fitness: 35.9903  complexity: 8  size: 8
fitness: 36.4514  complexity: 8  size: 8
fitness: 56.9215  complexity: 9  size: 8
fitness: 61.6023  complexity: 8  size: 8


Species: 32.0961  offsprings: 14  size: 6
fitness: 19.4657  complexity: 12  size: 10
fitness: 28.8034  complexity: 10  size: 9
fitness: 34.8535  complexity: 12  size: 10
fitness: 36.1028  complexity: 10  size: 9
fitness: 36.2845  complexity: 8  size: 8
fitness: 37.0665  complexity: 8  size: 8


Species: 31.7743  offsprings: 14  size: 3
fitness: 25.1094  complexity: 10  size: 9
fitness: 31.2993  complexity: 8  size: 8
fitness: 38.9141  complexity: 8  size: 8


Species: 31.1465  offsprings: 13  size: 11
fitness: 27.3436  complexity: 8  size: 8
fitness: 28.7131  complexity: 8  size: 8
fitness: 29.5379  complexity: 8  size: 8
fitness: 29.6625  complexity: 9  size: 8
fitness: 31.3198  complexity: 8  size: 8
fitness: 31.4673  complexity: 8  size: 8
fitness: 32.0818  complexity: 8  size: 8
fitness: 32.2275  complexity: 8  size: 8
fitness: 32.4896  complexity: 8  size: 8
fitness: 32.8277  complexity: 9  size: 8
fitness: 34.9405  complexity: 9  size: 8


Species: 29.0517  offsprings: 12  size: 9
fitness: 11.7425  complexity: 8  size: 8
fitness: 22.804  complexity: 8  size: 8
fitness: 29.87  complexity: 8  size: 8
fitness: 30.5444  complexity: 8  size: 8
fitness: 30.7537  complexity: 8  size: 8
fitness: 31.969  complexity: 8  size: 8
fitness: 32.9226  complexity: 8  size: 8
fitness: 34.2016  complexity: 8  size: 8
fitness: 36.6574  complexity: 8  size: 8





fitness: 532.786  complexity: 9  size: 8



Generation: 11



Species: 370.678  offsprings: 30  size: 13
fitness: 24.803  complexity: 9  size: 8
fitness: 69.9856  complexity: 8  size: 8
fitness: 272.683  complexity: 8  size: 8
fitness: 275.927  complexity: 8  size: 8
fitness: 287.165  complexity: 8  size: 8
fitness: 354.201  complexity: 8  size: 8
fitness: 418.603  complexity: 8  size: 8
fitness: 436.508  complexity: 8  size: 8
fitness: 505.473  complexity: 11  size: 9
fitness: 509.266  complexity: 8  size: 8
fitness: 528.72  complexity: 9  size: 8
fitness: 566.172  complexity: 9  size: 8
fitness: 569.303  complexity: 9  size: 8


Species: 250.384  offsprings: 27  size: 42
fitness: 14.0167  complexity: 7  size: 7
fitness: 26.62  complexity: 7  size: 7
fitness: 28.1074  complexity: 7  size: 7
fitness: 31.8327  complexity: 7  size: 7
fitness: 39.0336  complexity: 7  size: 7
fitness: 40.3921  complexity: 7  size: 7
fitness: 42.8401  complexity: 7  size: 7
fitness: 73.0092  complexity: 7  size: 7
fitness: 101.164  complexity: 7  size: 7
fitness: 105.459  complexity: 7  size: 7
fitness: 170.053  complexity: 9  size: 8
fitness: 170.166  complexity: 7  size: 7
fitness: 170.301  complexity: 7  size: 7
fitness: 170.467  complexity: 9  size: 8
fitness: 195.737  complexity: 7  size: 7
fitness: 224.674  complexity: 7  size: 7
fitness: 239.303  complexity: 9  size: 8
fitness: 240.774  complexity: 7  size: 7
fitness: 267.935  complexity: 7  size: 7
fitness: 274.127  complexity: 7  size: 7
fitness: 279.139  complexity: 7  size: 7
fitness: 293.102  complexity: 7  size: 7
fitness: 299.597  complexity: 7  size: 7
fitness: 300.734  complexity: 7  size: 7
fitness: 304.107  complexity: 7  size: 7
fitness: 306.472  complexity: 7  size: 7
fitness: 308.654  complexity: 7  size: 7
fitness: 314.289  complexity: 7  size: 7
fitness: 320.654  complexity: 7  size: 7
fitness: 321.561  complexity: 7  size: 7
fitness: 323.19  complexity: 7  size: 7
fitness: 327.719  complexity: 7  size: 7
fitness: 331.885  complexity: 7  size: 7
fitness: 380.499  complexity: 7  size: 7
fitness: 405.384  complexity: 7  size: 7
fitness: 415.685  complexity: 7  size: 7
fitness: 419.278  complexity: 8  size: 8
fitness: 429.366  complexity: 7  size: 7
fitness: 430.316  complexity: 7  size: 7
fitness: 444.504  complexity: 7  size: 7
fitness: 464.366  complexity: 7  size: 7
fitness: 469.607  complexity: 7  size: 7


Species: 196.73  offsprings: 22  size: 4
fitness: 12.3225  complexity: 9  size: 8
fitness: 57.3196  complexity: 8  size: 8
fitness: 353.641  complexity: 8  size: 8
fitness: 363.637  complexity: 8  size: 8


Species: 114.395  offsprings: 20  size: 10
fitness: 11.5701  complexity: 8  size: 8
fitness: 30.6383  complexity: 8  size: 8
fitness: 33.2389  complexity: 8  size: 8
fitness: 51.9222  complexity: 8  size: 8
fitness: 58.0434  complexity: 8  size: 8
fitness: 121.435  complexity: 10  size: 9
fitness: 121.728  complexity: 8  size: 8
fitness: 125.073  complexity: 8  size: 8
fitness: 133.584  complexity: 8  size: 8
fitness: 456.713  complexity: 8  size: 8


Species: 107.618  offsprings: 20  size: 31
fitness: 0.648442  complexity: 8  size: 8
fitness: 0.881457  complexity: 8  size: 8
fitness: 14.5138  complexity: 10  size: 9
fitness: 15.8219  complexity: 8  size: 8
fitness: 29.1444  complexity: 8  size: 8
fitness: 33.9456  complexity: 8  size: 8
fitness: 41.4408  complexity: 8  size: 8
fitness: 42.9928  complexity: 8  size: 8
fitness: 53.7324  complexity: 9  size: 8
fitness: 54.917  complexity: 8  size: 8
fitness: 54.9963  complexity: 8  size: 8
fitness: 56.8286  complexity: 8  size: 8
fitness: 67.0806  complexity: 8  size: 8
fitness: 67.456  complexity: 8  size: 8
fitness: 77.4402  complexity: 9  size: 8
fitness: 78.9066  complexity: 8  size: 8
fitness: 78.9411  complexity: 10  size: 9
fitness: 79.9482  complexity: 8  size: 8
fitness: 83.5123  complexity: 8  size: 8
fitness: 98.339  complexity: 8  size: 8
fitness: 112.857  complexity: 8  size: 8
fitness: 117.958  complexity: 9  size: 8
fitness: 127.088  complexity: 10  size: 9
fitness: 132.534  complexity: 8  size: 8
fitness: 133.89  complexity: 10  size: 9
fitness: 159.099  complexity: 10  size: 9
fitness: 167.805  complexity: 12  size: 10
fitness: 214.913  complexity: 10  size: 9
fitness: 346.617  complexity: 10  size: 9
fitness: 391.4  complexity: 8  size: 8
fitness: 400.52  complexity: 8  size: 8


Species: 69.7009  offsprings: 17  size: 3
fitness: 12.5141  complexity: 10  size: 9
fitness: 76.7668  complexity: 10  size: 9
fitness: 119.822  complexity: 10  size: 9


Species: 63.7853  offsprings: 14  size: 22
fitness: 2.22493  complexity: 10  size: 9
fitness: 2.67872  complexity: 10  size: 9
fitness: 11.392  complexity: 10  size: 9
fitness: 12.0438  complexity: 10  size: 9
fitness: 12.0479  complexity: 10  size: 9
fitness: 13.5614  complexity: 10  size: 9
fitness: 17.7763  complexity: 10  size: 9
fitness: 22.5182  complexity: 10  size: 9
fitness: 22.9865  complexity: 10  size: 9
fitness: 26.2685  complexity: 10  size: 9
fitness: 29.1286  complexity: 10  size: 9
fitness: 37.5663  complexity: 10  size: 9
fitness: 38.8634  complexity: 10  size: 9
fitness: 42.9632  complexity: 10  size: 9
fitness: 63.4792  complexity: 10  size: 9
fitness: 76.3306  complexity: 10  size: 9
fitness: 118.526  complexity: 10  size: 9
fitness: 141.011  complexity: 10  size: 9
fitness: 157.136  complexity: 10  size: 9
fitness: 159.826  complexity: 10  size: 9
fitness: 196.233  complexity: 12  size: 10
fitness: 198.715  complexity: 10  size: 9


Species: 38.3479  offsprings: 11  size: 6
fitness: 11.6792  complexity: 9  size: 8
fitness: 12.977  complexity: 9  size: 8
fitness: 27.0386  complexity: 9  size: 8
fitness: 33.9534  complexity: 10  size: 8
fitness: 70.0723  complexity: 11  size: 9
fitness: 74.367  complexity: 10  size: 8


Species: nan  offsprings: 20  size: 24
fitness: 31.9652  complexity: 8  size: 8
fitness: 145.79  complexity: 8  size: 8
fitness: nan  complexity: 11  size: 9
fitness: 12.3825  complexity: 9  size: 8
fitness: 125.63  complexity: 8  size: 8
fitness: 141.646  complexity: 8  size: 8
fitness: nan  complexity: 9  size: 8
fitness: 78.2883  complexity: 9  size: 8
fitness: nan  complexity: 9  size: 8
fitness: 11.481  complexity: 9  size: 8
fitness: 54.6479  complexity: 9  size: 8
fitness: 54.9894  complexity: 9  size: 8
fitness: 55.9853  complexity: 9  size: 8
fitness: 57.1662  complexity: 8  size: 8
fitness: 72.514  complexity: 8  size: 8
fitness: 73.6237  complexity: 8  size: 8
fitness: 73.8575  complexity: 8  size: 8
fitness: 78.4019  complexity: 8  size: 8
fitness: 81.759  complexity: 8  size: 8
fitness: nan  complexity: 9  size: 8
fitness: 7.32612  complexity: 8  size: 8
fitness: 18.3767  complexity: 9  size: 8
fitness: 121.067  complexity: 9  size: 8
fitness: 121.222  complexity: 8  size: 8


Species: 63.9967  offsprings: 14  size: 19
fitness: 11.4722  complexity: 9  size: 8
fitness: 11.8005  complexity: 9  size: 8
fitness: 11.9381  complexity: 9  size: 8
fitness: 12.2684  complexity: 9  size: 8
fitness: 12.4491  complexity: 9  size: 8
fitness: 14.9528  complexity: 9  size: 8
fitness: 29.8213  complexity: 9  size: 8
fitness: 33.4541  complexity: 9  size: 8
fitness: 52.603  complexity: 9  size: 8
fitness: 56.6368  complexity: 9  size: 8
fitness: 57.6596  complexity: 9  size: 8
fitness: 69.0208  complexity: 9  size: 8
fitness: 70.4822  complexity: 9  size: 8
fitness: 76.3746  complexity: 9  size: 8
fitness: 108.924  complexity: 9  size: 8
fitness: 114.337  complexity: 9  size: 8
fitness: 148.252  complexity: 10  size: 8
fitness: 151.533  complexity: 9  size: 8
fitness: 171.959  complexity: 9  size: 8


Species: 34.7456  offsprings: 12  size: 14
fitness: 19.2565  complexity: 8  size: 8
fitness: 20.1899  complexity: 8  size: 8
fitness: 20.8428  complexity: 8  size: 8
fitness: 29.4302  complexity: 10  size: 9
fitness: 30.4057  complexity: 8  size: 8
fitness: 32.0429  complexity: 10  size: 9
fitness: 35.4517  complexity: 8  size: 8
fitness: 35.5326  complexity: 10  size: 9
fitness: 35.9757  complexity: 8  size: 8
fitness: 36.226  complexity: 8  size: 8
fitness: 36.621  complexity: 8  size: 8
fitness: 37.0675  complexity: 8  size: 8
fitness: 37.5858  complexity: 8  size: 8
fitness: 79.8102  complexity: 8  size: 8


Species: 34.4501  offsprings: 11  size: 14
fitness: 12.0503  complexity: 8  size: 8
fitness: 12.1085  complexity: 8  size: 8
fitness: 16.1854  complexity: 8  size: 8
fitness: 25.6926  complexity: 8  size: 8
fitness: 26.4756  complexity: 8  size: 8
fitness: 30.6974  complexity: 8  size: 8
fitness: 35.6801  complexity: 8  size: 8
fitness: 36.9813  complexity: 8  size: 8
fitness: 38.6798  complexity: 8  size: 8
fitness: 39.4074  complexity: 8  size: 8
fitness: 43.5408  complexity: 9  size: 8
fitness: 49.7419  complexity: 8  size: 8
fitness: 51.7173  complexity: 8  size: 8
fitness: 63.3435  complexity: 8  size: 8


Species: 33.5748  offsprings: 12  size: 15
fitness: 12.5234  complexity: 8  size: 8
fitness: 16.9549  complexity: 9  size: 8
fitness: 19.697  complexity: 9  size: 8
fitness: 30.6079  complexity: 8  size: 8
fitness: 30.8994  complexity: 9  size: 8
fitness: 30.9285  complexity: 8  size: 8
fitness: 33.0344  complexity: 9  size: 8
fitness: 36.8828  complexity: 9  size: 8
fitness: 38.0641  complexity: 9  size: 8
fitness: 40.1358  complexity: 8  size: 8
fitness: 40.4884  complexity: 9  size: 8
fitness: 41.0174  complexity: 9  size: 8
fitness: 41.166  complexity: 8  size: 8
fitness: 41.7611  complexity: 8  size: 8
fitness: 49.4612  complexity: 9  size: 8


Species: 26.805  offsprings: 9  size: 10
fitness: 16.938  complexity: 9  size: 8
fitness: 18.6496  complexity: 9  size: 8
fitness: 21.5454  complexity: 9  size: 8
fitness: 22.0119  complexity: 9  size: 8
fitness: 27.3973  complexity: 8  size: 8
fitness: 29.1282  complexity: 8  size: 8
fitness: 31.4513  complexity: 9  size: 8
fitness: 32.2659  complexity: 9  size: 8
fitness: 34.2503  complexity: 9  size: 8
fitness: 34.4117  complexity: 11  size: 9


Species: 26.4037  offsprings: 9  size: 12
fitness: 12.6139  complexity: 9  size: 8
fitness: 13.0065  complexity: 8  size: 8
fitness: 19.5759  complexity: 8  size: 8
fitness: 20.5255  complexity: 8  size: 8
fitness: 23.32  complexity: 8  size: 8
fitness: 25.9215  complexity: 8  size: 8
fitness: 27.9861  complexity: 8  size: 8
fitness: 29.7827  complexity: 8  size: 8
fitness: 33.06  complexity: 8  size: 8
fitness: 35.2348  complexity: 8  size: 8
fitness: 37.3026  complexity: 8  size: 8
fitness: 38.5147  complexity: 8  size: 8


Species: 24.3476  offsprings: 8  size: 17
fitness: 12.3613  complexity: 9  size: 8
fitness: 12.7271  complexity: 8  size: 8
fitness: 13.0077  complexity: 8  size: 8
fitness: 13.6182  complexity: 8  size: 8
fitness: 19.4415  complexity: 8  size: 8
fitness: 19.6892  complexity: 8  size: 8
fitness: 22.6371  complexity: 8  size: 8
fitness: 22.9407  complexity: 8  size: 8
fitness: 23.0222  complexity: 8  size: 8
fitness: 26.233  complexity: 8  size: 8
fitness: 28.8148  complexity: 8  size: 8
fitness: 28.857  complexity: 8  size: 8
fitness: 30.8183  complexity: 8  size: 8
fitness: 31.1913  complexity: 8  size: 8
fitness: 34.6048  complexity: 8  size: 8
fitness: 36.3463  complexity: 8  size: 8
fitness: 37.5984  complexity: 8  size: 8





fitness: 444.504  complexity: 7  size: 7



Generation: 12



Species: 414.948  offsprings: 33  size: 30
fitness: 3.54191  complexity: 8  size: 8
fitness: 11.6425  complexity: 9  size: 8
fitness: 19.8002  complexity: 8  size: 8
fitness: 39.0878  complexity: 9  size: 8
fitness: 321.015  complexity: 9  size: 8
fitness: 330.89  complexity: 8  size: 8
fitness: 366.235  complexity: 8  size: 8
fitness: 381.375  complexity: 8  size: 8
fitness: 430.933  complexity: 11  size: 9
fitness: 466.569  complexity: 9  size: 8
fitness: 469.603  complexity: 9  size: 8
fitness: 470.064  complexity: 11  size: 9
fitness: 470.106  complexity: 8  size: 8
fitness: 474.278  complexity: 11  size: 9
fitness: 477.174  complexity: 11  size: 9
fitness: 477.355  complexity: 8  size: 8
fitness: 480.194  complexity: 9  size: 8
fitness: 481.349  complexity: 13  size: 10
fitness: 484.771  complexity: 8  size: 8
fitness: 484.934  complexity: 9  size: 8
fitness: 496.168  complexity: 8  size: 8
fitness: 514.19  complexity: 11  size: 9
fitness: 515.579  complexity: 9  size: 8
fitness: 517.387  complexity: 11  size: 9
fitness: 520.328  complexity: 8  size: 8
fitness: 527.485  complexity: 8  size: 8
fitness: 529.211  complexity: 9  size: 8
fitness: 533.273  complexity: 9  size: 8
fitness: 576.43  complexity: 10  size: 8
fitness: 577.479  complexity: 9  size: 8


Species: 221.524  offsprings: 24  size: 27
fitness: 1.86108  complexity: 7  size: 7
fitness: 2.84456  complexity: 7  size: 7
fitness: 11.2529  complexity: 7  size: 7
fitness: 11.5828  complexity: 7  size: 7
fitness: 12.3333  complexity: 8  size: 8
fitness: 21.7399  complexity: 7  size: 7
fitness: 33.2499  complexity: 8  size: 8
fitness: 33.7555  complexity: 7  size: 7
fitness: 51.6504  complexity: 7  size: 7
fitness: 151.8  complexity: 7  size: 7
fitness: 184.988  complexity: 7  size: 7
fitness: 195.143  complexity: 7  size: 7
fitness: 274.453  complexity: 7  size: 7
fitness: 285.861  complexity: 7  size: 7
fitness: 296.329  complexity: 7  size: 7
fitness: 296.449  complexity: 7  size: 7
fitness: 299.541  complexity: 7  size: 7
fitness: 305.872  complexity: 7  size: 7
fitness: 306.223  complexity: 7  size: 7
fitness: 306.503  complexity: 7  size: 7
fitness: 310.342  complexity: 7  size: 7
fitness: 315.266  complexity: 7  size: 7
fitness: 418.462  complexity: 8  size: 8
fitness: 431.544  complexity: 8  size: 8
fitness: 465.992  complexity: 7  size: 7
fitness: 469.07  complexity: 7  size: 7
fitness: 487.039  complexity: 7  size: 7


Species: 161.087  offsprings: 20  size: 35
fitness: 1.55345  complexity: 8  size: 8
fitness: 6.61172  complexity: 8  size: 8
fitness: 12.035  complexity: 8  size: 8
fitness: 12.0703  complexity: 8  size: 8
fitness: 12.3101  complexity: 8  size: 8
fitness: 12.6455  complexity: 8  size: 8
fitness: 20.9591  complexity: 8  size: 8
fitness: 23.0869  complexity: 8  size: 8
